biochemical.chemicalFormula	biochemical.clearance	biochemical.halfLife	biochemical.molecularWeight	biochemical.smiles	biochemical.state	biochemical.volumeOfDistribution	enzymes.PIds	enzymes.genes	enzymes.names	externalLinks	externalLinks.BindingDB	externalLinks.ChEBI	externalLinks.ChEMBL	externalLinks.ChemSpider	externalLinks.Drugs.com	externalLinks.Guide to Pharmacology	externalLinks.Human Metabolome Database	externalLinks.KEGG Compound	externalLinks.KEGG Drug	externalLinks.PDBe Ligand	externalLinks.PDRhealth	externalLinks.PharmGKB	externalLinks.PubChem Compound	externalLinks.PubChem Substance	externalLinks.RxList	externalLinks.RxNav	externalLinks.Therapeutic Targets Database	externalLinks.Wikipedia	externalLinks.ZINC	general.brandNames	general.genericName	general.groups	general.id	general.inChI	general.inChIKey	general.maxPhase	general.summary	general.toxicity	general.type	pathways.links	pathways.names	propertiesAdmet	propertiesAdmet.Ames test	propertiesAdmet.Biodegradation	propertiesAdmet.Blood Brain Barrier	propertiesAdmet.CYP450 1A2 substrate	propertiesAdmet.CYP450 2C19 inhibitor	propertiesAdmet.CYP450 2C9 inhibitor	propertiesAdmet.CYP450 2C9 substrate	propertiesAdmet.CYP450 2D6 inhibitor	propertiesAdmet.CYP450 2D6 substrate	propertiesAdmet.CYP450 3A4 inhibitor	propertiesAdmet.CYP450 3A4 substrate	propertiesAdmet.CYP450 inhibitory promiscuity	propertiesAdmet.Caco-2 permeable	propertiesAdmet.Carcinogenicity	propertiesAdmet.Human Intestinal Absorption	propertiesAdmet.P-glycoprotein inhibitor I	propertiesAdmet.P-glycoprotein inhibitor II	propertiesAdmet.P-glycoprotein substrate	propertiesAdmet.Rat acute toxicity	propertiesAdmet.Renal organic cation transporter	propertiesAdmet.hERG inhibition (predictor I)	propertiesAdmet.hERG inhibition (predictor II)	propertiesExperimental	propertiesExperimental.Caco2 permeability	propertiesExperimental.Radioactivity (mCi/mL)	propertiesExperimental.boiling point (°C)	propertiesExperimental.logP	propertiesExperimental.logS	propertiesExperimental.melting point (°C)	propertiesExperimental.pKa	propertiesExperimental.water solubility	propertiesPredicted.Bioavailability	propertiesPredicted.Ghose Filter	propertiesPredicted.Hydrogen Acceptor Count	propertiesPredicted.Hydrogen Donor Count	propertiesPredicted.MDDR-like Rule	propertiesPredicted.Number of Rings	propertiesPredicted.Physiological Charge	propertiesPredicted.Polar Surface Area	propertiesPredicted.Polarizability	propertiesPredicted.Refractivity	propertiesPredicted.Rotatable Bond Count	propertiesPredicted.Rule of Five	propertiesPredicted.Veber's Rule	propertiesPredicted.Water Solubility	propertiesPredicted.logP	propertiesPredicted.logS	propertiesPredicted.pKa (Strongest Acidic)	propertiesPredicted.pKa (Strongest Basic)	targets.PIds	targets.genes	targets.names
C21H28N7O16P3S	Not Available	Not Available	759.471	[H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C([S-])=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O	Solid	Not Available							CHEMBL1236188	4451410						TAP			131704180	46506464							7-thionicotinamide-adenine-dinucleotide phosphate	Experimental	DB01763	InChI=1S/C21H28N7O16P3S/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(43-45(32,33)34)14(30)11(42-21)6-40-47(37,38)44-46(35,36)39-5-10-13(29)15(31)20(41-10)27-3-1-2-9(4-27)18(23)48/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,48)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	OJNFDOAQUXJWED-NNYOXOHSSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.6401 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	17	9	Yes	5	-3	345.55 Å2	64.8 Å3	170.68 m3·mol-1	13	No	No	7.49 mg/mL	-14	-2	0.65	6.13	Q13423	NNT	1. NAD(P) transhydrogenase, mitochondrial
C16H25N5O15P2	Not Available	Not Available	589.3417	NC1=C2N=CN([C@@H]3O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1	Solid	Not Available						15751	CHEMBL227552	15642			HMDB0006557	C00498		ADQ			16500	46506026					ZINC000008216005		Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester	Experimental	DB01774	InChI=1S/C16H25N5O15P2/c17-13-7-14(19-3-18-13)21(4-20-7)15-11(26)9(24)6(33-15)2-32-37(28,29)36-38(30,31)35-16-12(27)10(25)8(23)5(1-22)34-16/h3-6,8-12,15-16,22-27H,1-2H2,(H,28,29)(H,30,31)(H2,17,18,19)/t5-,6-,8-,9-,10+,11-,12-,15-,16-/m1/s1	WFPZSXYXPSUOPY-ROYWQJLOSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	3.0945 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	16	9	Yes	4	-2	311.75 Å2	49.4 Å3	117.09 m3·mol-1	9	No	No	4.84 mg/mL	-6.9	-2.1	1.73	4.93	P67910	hldD	1. ADP-L-glycero-D-manno-heptose-6-epimerase
C10H15N5O10P2	Not Available	Not Available	427.2011	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O	Solid	Not Available						17985	CHEMBL574817	140102			HMDB0000061	C00054		A3P			159296	46507388					ZINC000004228234		Adenosine 3',5'-diphosphate	Experimental	DB01812	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1	WHTCPDAXWFLDIH-KQYNXXCUSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.2659 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	12	6	Yes	3	-4	232.6 Å2	34.28 Å3	84.94 m3·mol-1	6	No	No	3.33 mg/mL	-5.2	-2.1	0.4	4.86	O14792;!O00204;!P10153;!P50225;!Q9Y663;!P07998;!Q06520;!P49888;!P06612;!P52848;!P0A2W7;!O43704	HS3ST1;!SULT2B1;!RNASE2;!SULT1A1;!HS3ST3A1;!RNASE1;!SULT2A1;!SULT1E1;!topA;!NDST1;!acpS;!SULT1B1	1. Heparan sulfate glucosamine 3-O-sulfotransferase 1;!2. Sulfotransferase family cytosolic 2B member 1;!3. Non-secretory ribonuclease;!4. Sulfotransferase 1A1;!5. Heparan sulfate glucosamine 3-O-sulfotransferase 3A1;!6. Ribonuclease pancreatic;!7. Bile salt sulfotransferase;!8. Estrogen sulfotransferase;!9. DNA topoisomerase 1;!10. Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1;!11. Holo-[acyl-carrier-protein] synthase;!12. Sulfotransferase family cytosolic 1B member 1
C10H16N5O13P3	Not Available	Not Available	507.181	[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O	Solid	Not Available								114207						PAP			128882	46509162					ZINC000013527438		3'-Phosphate-Adenosine-5'-Diphosphate	Experimental	DB01842	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(27-29(17,18)19)4(26-10)1-25-31(23,24)28-30(20,21)22/h2-4,6-7,10,16H,1H2,(H,23,24)(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1	GBBWIZKLHXYJOA-KQYNXXCUSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.4823 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	14	7	Yes	3	-5	279.13 Å2	39.07 Å3	95.81 m3·mol-1	8	No	No	4.61 mg/mL	-5.3	-2	0.82	4.88	P07998;!P9WQG9	RNASE1;!aac	1. Ribonuclease pancreatic;!2. Aminoglycoside 2'-N-acetyltransferase
C15H24N2O17P2	Not Available	Not Available	566.3018	OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O	Solid	Not Available					50209659	46229	CHEMBL375951	8308			HMDB0060079	C00029		UPG			8629	46507150				Uridine_diphosphate_glucose	ZINC000008215472		Uridine diphosphate glucose	Experimental	DB01861	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14-/m1/s1	HSCJRCZFDFQWRP-JZMIEXBBSA-N			Not Available	Small Molecule	http://smpdb.ca/view/SMP0000043?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000058?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000348?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000444?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000552?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000553?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000182?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000347?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000495?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000556?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000557?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000580?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000010?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000034?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000349?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000496?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000525?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000526?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000554?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000555?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861;!http://smpdb.ca/view/SMP0000579?highlight[compounds][]=DB01861&highlight[proteins][]=DB01861	Galactose Metabolism;!Starch and Sucrose Metabolism;!Globoid Cell Leukodystrophy;!Lactose Synthesis;!Glycogen Synthetase Deficiency;!Glycogenosis, Type III. Cori Disease, Debrancher Glycogenosis;!Galactosemia;!Metachromatic Leukodystrophy (MLD);!Galactosemia II (GALK);!Mucopolysaccharidosis VI. Sly Syndrome;!Sucrase-Isomaltase Deficiency;!GLUT-1 Deficiency Syndrome;!Nucleotide Sugars Metabolism;!Sphingolipid Metabolism;!Gaucher Disease;!Galactosemia III;!Fabry Disease;!Krabbe Disease;!Glycogenosis, Type IV. Amylopectinosis, Anderson Disease;!Glycogenosis, Type VI. Hers Disease;!Congenital Disorder of Glycosylation CDG-IId																																	0	No	14	9	Yes	3	-2	291.54 Å2	45.39 Å3	106.46 m3·mol-1	9	No	No	15.0 mg/mL	-5	-1.6	1.73	-3.6	P09148;!Q14376;!P31677;!P26393;!P09147;!P04547;!Q7Z4J2;!Q8KN66;!P46976	galT;!GALE;!otsA;!rmlA;!galE;!bgt;!GLT6D1;!Not Available;!GYG1	1. Galactose-1-phosphate uridylyltransferase;!2. UDP-glucose 4-epimerase;!3. Alpha,alpha-trehalose-phosphate synthase [UDP-forming];!4. Glucose-1-phosphate thymidylyltransferase;!5. UDP-glucose 4-epimerase;!6. DNA beta-glucosyltransferase;!7. Glycosyltransferase 6 domain-containing protein 1;!8. WbpP;!9. Glycogenin-1
C6H16O18P4	Not Available	Not Available	500.0755	O[C@H]1[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O	Solid	Not Available					50075651	16783	CHEMBL23552	17216047				C01272		4IP			107758	46508691					ZINC000012494830		Inositol 1,3,4,5-Tetrakisphosphate	Experimental	DB01863	InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)2(8)5(23-27(15,16)17)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)/t1-,2-,3-,4+,5-,6-/m0/s1	CIPFCGZLFXVXBG-CNWJWELYSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.1645 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	14	10	No	1	-8	307.5 Å2	34.19 Å3	79.27 m3·mol-1	8	No	No	11.5 mg/mL	-4.3	-1.6	0.33		P23677;!Q99418;!O43739;!O15530;!P31749;!Q9H4M7;!Q06187;!Q9UN19	ITPKA;!CYTH2;!CYTH3;!PDPK1;!AKT1;!PLEKHA4;!BTK;!DAPP1	1. Inositol-trisphosphate 3-kinase A;!2. Cytohesin-2;!3. Cytohesin-3;!4. 3-phosphoinositide-dependent protein kinase 1;!5. RAC-alpha serine/threonine-protein kinase;!6. Pleckstrin homology domain-containing family A member 4;!7. Tyrosine-protein kinase BTK;!8. Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
C12H22O35S8	Not Available	Not Available	982.802	OS(=O)(=O)OC[C@H]1O[C@@](COS(O)(=O)=O)(O[C@H]2O[C@H](COS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O	Solid	Not Available							CHEMBL1235872	392225									444237	46504489					ZINC000169654783		Sucrosofate	Experimental	DB01901	InChI=1S/C12H22O35S8/c13-48(14,15)37-1-4-6(43-51(22,23)24)8(45-53(28,29)30)9(46-54(31,32)33)11(40-4)42-12(3-39-50(19,20)21)10(47-55(34,35)36)7(44-52(25,26)27)5(41-12)2-38-49(16,17)18/h4-11H,1-3H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)(H,25,26,27)(H,28,29,30)(H,31,32,33)(H,34,35,36)/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1	WEPNHBQBLCNOBB-UGDNZRGBSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Inhibitor	Non-inhibitor	Non-substrate	2.4709 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	27	8	No	2	-8	536.49 Å2	72.47 Å3	148.71 m3·mol-1	21	No	No	1.45 mg/mL	-4.1	-2.8	-3.4		P21802;!P05230	FGFR2;!FGF1	1. Fibroblast growth factor receptor 2;!2. Fibroblast growth factor 1
C9H12N3O9P	Not Available	Not Available	337.18	[H][C@]1(COP(O)([O-])=O)O[C@@]([H])(N2C=NC(C(N)=O)=C2[O-])[C@]([H])(O)[C@]1([H])O	Solid	Not Available								25058867						MZP			131704184	46505797							4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate	Experimental	DB01945	InChI=1S/C9H14N3O9P/c10-7(15)4-8(16)12(2-11-4)9-6(14)5(13)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,13-14,16H,1H2,(H2,10,15)(H2,17,18,19)/p-2/t3-,5-,6-,9-/m1/s1	KTKAFSMJDTUUAN-UUOKFMHZSA-L			Not Available	Small Molecule				Non AMES toxic	Ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.5200 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	No	9	4	No	2	-2	203.25 Å2	27.57 Å3	75.85 m3·mol-1	5	Yes	No	4.66 mg/mL	-3.6	-1.9	1.21	2.78			
C16H25N5O13P2	Not Available	Not Available	557.3429	[H][C@]1(O)O[C@]([H])(COP(O)(=O)CP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O	Solid	Not Available								394008						ADV			446724	46508105					ZINC000015636817		AMPCPR	Experimental	DB01975	InChI=1S/C16H25N5O13P2/c17-13-8-14(19-3-18-13)21(4-20-8)15-11(24)9(22)6(33-15)1-31-35(27,28)5-36(29,30)32-2-7-10(23)12(25)16(26)34-7/h3-4,6-7,9-12,15-16,22-26H,1-2,5H2,(H,27,28)(H,29,30)(H2,17,18,19)/t6-,7-,9-,10-,11-,12-,15-,16+/m1/s1	ZPZRETFSCSWNDT-DBXCYWGHSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.6179 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	15	8	Yes	4	-2	282.29 Å2	47.57 Å3	113.48 m3·mol-1	9	No	No	4.24 mg/mL	-7.6	-2.1	0.6	4.92	P83844;!O33199	nudF;!Not Available	1. ADP-ribose pyrophosphatase;!2. MutT/nudix family protein
C9H19O17P3	Not Available	Not Available	492.1582	OCC(=O)COP(O)(=O)OC1[C@H](O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O	Solid	Not Available								4450728						IBS			5288599	46505118							(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]	Experimental	DB02028	InChI=1S/C9H19O17P3/c10-1-3(11)2-23-29(21,22)26-7-4(12)5(13)8(24-27(15,16)17)9(6(7)14)25-28(18,19)20/h4-10,12-14H,1-2H2,(H,21,22)(H2,15,16,17)(H2,18,19,20)/t4-,5+,6+,7?,8-,9-/m1/s1	JBQPYAMQMBKZDT-WKBARDANSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.0261 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	13	9	No	1	-5	287.27 Å2	36.19 Å3	84.21 m3·mol-1	10	No	No	14.3 mg/mL	-4.8	-1.5	0.62	-3.7	P50607	TUB	1. Tubby protein homolog
C15H23N5O14P2	Not Available	Not Available	559.3157	NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]4O[C@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1	Solid	Not Available								394252						AR6			447048	46508870					ZINC000014880207		Adenosine-5-Diphosphoribose	Experimental	DB02059	InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26,27)34-36(28,29)31-2-6-9(22)11(24)15(25)33-6/h3-6,8-11,14-15,21-25H,1-2H2,(H,26,27)(H,28,29)(H2,16,17,18)/t5-,6-,8-,9-,10-,11-,14-,15+/m1/s1	SRNWOUGRCWSEMX-ZQSHOCFMSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.7259 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	15	8	Yes	4	-2	291.52 Å2	46.29 Å3	111.12 m3·mol-1	9	No	No	3.61 mg/mL	-6.2	-2.2	1.85	4.93	Q9NXA8;!P00438;!P83844;!P26397;!P13639;!P04406;!P0A9S1;!O33199;!P45799;!Q84CU3;!Q9NTG7	SIRT5;!pobA;!nudF;!rfbG;!EEF2;!GAPDH;!fucO;!Not Available;!nudE;!ndx4;!SIRT3	1. NAD-dependent protein deacylase sirtuin-5, mitochondrial;!2. p-hydroxybenzoate hydroxylase;!3. ADP-ribose pyrophosphatase;!4. CDP-glucose 4,6-dehydratase;!5. Elongation factor 2;!6. Glyceraldehyde-3-phosphate dehydrogenase;!7. Lactaldehyde reductase;!8. MutT/nudix family protein;!9. ADP compounds hydrolase NudE;!10. ADP-ribose pyrophosphatase;!11. NAD-dependent protein deacetylase sirtuin-3, mitochondrial
C10H15N5O10P2	Not Available	Not Available	427.2011	[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(OP(O)(O)=O)[C@]1([H])O	Solid	Not Available					11941		CHEMBL1161861	389137				C03850		A2P			440141	46504615					ZINC000004096223		Adenosine-2'-5'-Diphosphate	Experimental	DB02098	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(25-27(20,21)22)6(16)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1	AEOBEOJCBAYXBA-KQYNXXCUSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Non-substrate	2.2875 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	12	6	Yes	3	-4	232.6 Å2	33.92 Å3	84.94 m3·mol-1	6	No	No	3.29 mg/mL	-5.4	-2.1	0.35	4.84	P12724;!P07998;!P10153	RNASE3;!RNASE1;!RNASE2	1. Eosinophil cationic protein;!2. Ribonuclease pancreatic;!3. Non-secretory ribonuclease
C17H27N3O17P2	Not Available	Not Available	607.3537	CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	Solid	Not Available						67168		22161			HMDB0060522			UD2			23700	46508676					ZINC000008551132		Uridine-Diphosphate-N-Acetylgalactosamine	Experimental	DB02196	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11+,12-,13-,14-,15-,16-/m1/s1	LFTYTUAZOPRMMI-NESSUJCYSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	-	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Non-inhibitor	Non-inhibitor	Non-substrate	2.3962 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	14	9	Yes	3	-2	300.41 Å2	51.05 Å3	117.56 m3·mol-1	10	No	No	11.4 mg/mL	-5.3	-1.7	1.74	-3.5	Q16222;!Q14376;!P27828;!P16442;!P17443;!Q9UBQ6;!Q8KN66	UAP1;!GALE;!wecB;!ABO;!murG;!EXTL2;!Not Available	1. UDP-N-acetylhexosamine pyrophosphorylase;!2. UDP-glucose 4-epimerase;!3. UDP-N-acetylglucosamine 2-epimerase;!4. Histo-blood group ABO system transferase;!5. UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;!6. Exostosin-like 2;!7. WbpP
